CURRUCUCU ZIBATA. 8D2PL9LSNTMG,,,,,,,
Ventas de Productos,,,,,,,
"Lista de Productos en las ventas de entre 8:00 AM, sábado 12 de julio de 2025 y 8:00 AM, lunes 13 de julio de 2026",,,,,,,
"Fecha de exportación: 9:32 AM, miércoles 15 de julio de 2026",,,,,,,
#,ID Alfanumérico,Código (SKU),Nombre,Categoría,Subcategoría,Cantidad, Importe 
223,1619020699148-CON COSTILLA,-,Chilaquiles CON COSTILLA,MENU ,-,14," $3,200.00 "
224,RXAvHB0Wc7sL5UAA3plf-ARRACHERA,-,TORTAS ARRACHERA,PRODUCTOS ANAHUAC,-,14," $2,136.00 "
225,1619020699146-DOBLADITAS ROJAS CON CECINA,-,Enchiladas DOBLADITAS ROJAS CON CECINA,MENU ,-,," $7,750.00 "
226,cDPljD1d2jGHxkaRqJKV,-,Aguacate,EXTRAS,-,7, $210.00 
227,Torta_de_milanesa_de_55957,-,Torta de milanesa de res,-,-,42," $7,644.00 "
228,1619020699142-TECOLOTAS CON ARRACHERA,-,Molletes TECOLOTAS CON ARRACHERA,MENU ,-,2, $460.00 
229,1619020699149-CON CECINA,-,Tecolota CON CECINA,MENU ,-,2, $440.00 
230,Tacos_del_comal,-,Tacos del comal,-,-,156," $7,423.00 "
231,ZbPjIqLoSMpqimpCnQfP,-,Tortillas (docena),EXTRAS,-,154," $5,390.00 "
232,M9UxaIaFLyVOFayBywoe,-,Enfrijoladas Con Cecina,-,-,34," $7,344.00 "
233,sPtQ1MWfSiPL2XtVV6sV,-,Enchiladas Rojas De Pollo.,-,-,34," $7,344.00 "
234,ENCHILADAS_VERDES_DE,-,ENCHILADAS VERDES DE POLLO,-,-,34," $7,344.00 "
235,YZKCNpJDEV8UzViIu6AX,-,FILETE DE PESCADO EMPANIZADO,NAVIDAD,-,13," $5,370.00 "
236,1619020699155-CON 2 GUISOS,-,Quesadillas CON 2 GUISOS,DEL COMAL,-,17," $1,020.00 "
237,AJfcjuQDF8fvklTYafWt,-,Costilla CON Guarniciones,MENU ,-,7," $1,575.00 "
238,1619020699142-CON CECINA,-,Molletes CON CECINA,MENU ,-,3, $605.00 
239,lVj7ms0tgUBUYeg60y09,-,Torta De Arrachera,-,-,30," $7,008.00 "
240,Chilaquiles_con_poll,-,Chilaquiles con pollo,-,-,33," $6,897.00 "
241,1619020699154-1 PIEZA CECINA,-,Tacos 1 PIEZA CECINA,MENU ,-,96," $5,510.00 "
242,1619020699149-CON BISTEC,-,Tecolota CON BISTEC,MENU ,-,7," $1,200.00 "
243,1619020699152-INFANTILES CON BISTEC PICADO,-,Sopes INFANTILES CON BISTEC PICADO,DEL COMAL,-,4, $615.00 
244,ui2KWuWo1Hs616GtaWu8,-,Principal S / Guarnición,PAQUETES ,-,37," $3,780.00 "
245,"1619020699156-HUARACHE DE NOPAL CON HUEVO, HUITLACOCHE, FLOR, CHAMPIÑONES",-,"Huaraches HUARACHE DE NOPAL CON HUEVO, HUITLACOCHE, FLOR, CHAMPIÑONES",COMAL,-,," $6,780.00 "
246,1619020699154-ORDEN CECINA,-,Tacos ORDEN CECINA,MENU ,-,10," $1,748.00 "
247,2rk6XGUFjzkEiCFCDO5g,-,Enfrijoladas Oaxaqueñas,-,-,28," $6,608.00 "
248,1619020699146-DOBLADITAS VERDES CON COSTILLA,-,Enchiladas DOBLADITAS VERDES CON COSTILLA,MENU ,-,3, $660.00 
249,1619020699148-ENCHORIZADOS SENCILLOS,-,Chilaquiles ENCHORIZADOS SENCILLOS,MENU ,-,4, $620.00 
250,D5w7B2p7Ag4tinprLBXe,-,Molletes de Bistec,-,-,30," $6,480.00 "
251,AD0n4Jee03RmYfO13wUe,-,Orden de Frijoles,EXTRAS,-,23," $1,150.00 "
252,1619020699155-INFANTILES CON BISTEC PICADITO,-,Quesadillas INFANTILES CON BISTEC PICADITO,DEL COMAL,-,1, $165.00 
253,1619020699146-DOBLADITAS ROJAS CON ARRACHERA,-,Enchiladas DOBLADITAS ROJAS CON ARRACHERA,MENU ,-,2, $460.00 
254,SwP7Q2haoxpylRPzmSJ1-CHORIZO,-,Enfrijoladas CHORIZO,MENU ,-,2, $340.00 
255,1619020699151-MIXTA CON 1 GUISO,-,Gorditas MIXTA CON 1 GUISO,COMAL,-,20," $1,300.00 "
256,DYOKmziKRT2MhW6NYNWN-CECINA O ARRACHERA,-,ENFRIJOLADAS CECINA O ARRACHERA, ANAHUAC,-,," $6,332.50 "
257,3eWzWwFKV87j0sRVlv0i,-,Omelette,-,-,34," $6,331.00 "
258,VPw1CXomr0lIwEsrlVUo,-,Arroz 1/2 Lt,GUISOS POR KG,-,111," $6,105.00 "
259,1619020699156-HUARACHE DE NOPAL CON ARRACHERA,-,Huaraches HUARACHE DE NOPAL CON ARRACHERA,DEL COMAL,-,1, $185.00 
260,5Neaio1zvaAZRg1JaKo2,-,PAQUETE EJECUTIVO,PAQUETES ,-,44," $5,060.00 "
261,Torta_de_milanesa_de,-,Torta de milanesa de pollo,-,-,34," $6,188.00 "
262,60VoiWQ54ScAKiM0CMw8,-,COMBO CAFE,POSTRES,-,," $6,120.00 "
263,pXPfVJRZTffHRqCJR3F0,-,LIQUIDACION DE PEDIDOS,NAVIDAD,-,1," $6,043.50 "
264,1619020699145-QUESILLO,-,Tortas QUESILLO,MENU ,-,19," $2,965.00 "
265,1619020699142-TECOLOTAS CON BISTEC,-,Molletes TECOLOTAS CON BISTEC,MENU ,-,2, $385.00 
266,FpquhrNPWGrd14I1tU7Q,-,PAQUETE VIVA MEXICO,PAQUETES ,-,2," $5,960.00 "
267,1619020699149-MAYAS,-,Tecolota MAYAS,MENU ,-,2, $400.00 
268,1619020699149-ARRIEROS,-,Tecolota ARRIEROS,MENU ,-,4, $800.00 
269,0ZGGp4X9gkS1ijtVDAoK,-,Combo Bebidas,Bebidas ,-,," $5,865.00 "
270,1619020699154-ORDEN POLLO,-,Tacos ORDEN POLLO,MENU ,-,4, $600.00 
271,gkz5WiJoQk25AQ6bEFIE,-,PASTEL ANIVERSARIO,COMAL,-,1, $2.88 
272,wXcmjaELm9rOiBzTWKMB,-,PECHUGAS RELLENAS,NAVIDAD,-,13.5," $5,737.50 "
273,1619020699146-CECINA,-,Enchiladas CECINA,MENU ,-,14," $2,745.00 "
274,jGey4nS29SbF2YLZMUXl,-,Extra de Guiso de Comal,EXTRAS,-,22, $550.00 
275,zcCOiJREsVJjJjmZnMJR-MIERCOLES DE SUIZAS (DE POLLO O QUESO),-,COMBO CURRU MIERCOLES DE SUIZAS (DE POLLO O QUESO),PAQUETES ,-,9," $1,350.00 "
276,1619020699153-CON 2 GUISOS,-,Tacos CON 2 GUISOS,DEL COMAL,-,17, $680.00 
277,"1619020699156-HUARACHE DE NOPAL CON HUEVO, HUITLACOCHE, FLOR",-,"Huaraches HUARACHE DE NOPAL CON HUEVO, HUITLACOCHE, FLOR",DEL COMAL,-,1, $145.00 
278,i1Ya4VDn8HtL2F7zGrRN,-,PURE DE PAPA,NAVIDAD,-,21.5," $5,160.00 "
279,Huarache,-,Huarache,-,-,41," $5,326.00 "
280,lSsRxWJH4rDl5pqT2bDo,-,TACOS GOBERNADOR,NAVIDAD,-,11," $2,160.00 "
281,1619020699156-SENCILLO,-,Huaraches SENCILLO,DEL COMAL,-,10, $650.00 
282,pw1UfMaBhTqmFLOoXajr,-,LIQUIDACION DE  EVENTO VICKY ORTEGA,GUISOS POR KG,-,1," $5,270.00 "
283,d8YUUVPWIqwjuqi9KL6a-ARRACHERA O CECINA,-,TECOLOTA ARRACHERA O CECINA, ANAHUAC,-,," $5,236.00 "
284,MkUw378hp83Z9fd29gIP,-,Torta de Cecina,-,-,25," $5,215.00 "
285,1619020699149-CON CHORIZO,-,Tecolota CON CHORIZO,MENU ,-,4, $690.00 
286,0lQ82xDonxOJMRuiWfxt,-,Huevos Rancheros,-,-,31," $5,139.00 "
287,slyqnuc4jcLmtsVBMZy3,-,Huevo Extra,EXTRAS,-,5, $100.00 
288,1619020699156-HUARACHE CON HUEVO,-,Huaraches HUARACHE CON HUEVO,DEL COMAL,-,," $5,005.00 "
289,1619020699142-TECOLOTAS CON POLLO,-,Molletes TECOLOTAS CON POLLO,MENU ,-,3, $600.00 
290,abkva4J8tFk7YiDn1o8Q,-,Chilaquiles con Bistec,-,-,22," $4,858.00 "
291,zcCOiJREsVJjJjmZnMJR-MARTES DE TORTAS (MILANESA DE POLLO O RES),-,COMBO CURRU MARTES DE TORTAS (MILANESA DE POLLO O RES),PAQUETES ,-,2, $300.00 
292,0FXHqV9uLu9h0IrNR0NU-ARRACHERA,-,MOLLETES ARRACHERA,PRODUCTOS ANAHUAC,-,2, $348.00 
293,80ydBH6ep4fvce1R7UYK-CECINA  O ARRACHERA,-,CARNIVOROS CECINA  O ARRACHERA, ANAHUAC,-,3, $675.00 
294,1619020699151-CON 2 GUISOS,-,Gorditas CON 2 GUISOS,DEL COMAL,-,5, $300.00 
295,qsBr39LxFbNkid7B3EC0-INFANTILES DE RES,-,Flautas INFANTILES DE RES,MENU ,-,3, $360.00 
296,vQH4PJKts6cusyYCv1Zq,-,MILANESA DE FILETE DE RES A LA NAPOLITANA,ESPECIALES FIN DE SEMANA,-,," $4,650.00 "
297,1619020699146-ENCHORIZADAS CON CARNITAS O ARRACHERA,-,Enchiladas ENCHORIZADAS CON CARNITAS O ARRACHERA,MENU ,-,," $4,620.00 "
298,sEoTfpjxoKaAvCWrN0Y9,-,Chilaquiles Sencillos,-,-,35," $4,560.00 "
299,1619020699140-INFANTIL ESTRELLADOS O REVUELTOS,-,Huevos INFANTIL ESTRELLADOS O REVUELTOS,MENU ,-,1, $90.00 
300,TlrSkQJj2zzWCyjXfft3,-,Puerquito de Piloncillo,POSTRES,-,11, $660.00 
301,1619020699166,-,Brownies,POSTRES,-,18," $1,080.00 "
302,MZTVlaha8LCfnbEdB3e0,-,Enchiladas Verdes De Pollo,-,-,20," $4,333.00 "
303,1619020699154-ORDEN BISTEC,-,Tacos ORDEN BISTEC,MENU ,-,2, $290.00 
304,1619020699145-POLLO,-,Tortas POLLO,MENU ,-,10," $1,500.00 "
305,ILtN9PT4p3dXgXuPiEEV-ARRACHERA,-,CHILAQUILES ARRACHERA,PRODUCTOS ANAHUAC,-,," $4,125.00 "
306,1619020699145-VEGETARIANA,-,Tortas VEGETARIANA,MENU ,-,9," $1,415.00 "
307,1619020699149-VEGETARIANOS,-,Tecolota VEGETARIANOS,MENU ,-,2, $290.00 
308,I5rpYT574YGYJ4vwUSFI,-,Torta De Cochinita Pibil,-,-,18," $3,976.00 "
309,1619020699150-INFANTIL DE PECHUGA O BISTEC A LA PLANCHA,-,Milanesas Y Pechugas INFANTIL DE PECHUGA O BISTEC A LA PLANCHA,MENU ,-,6, $660.00 
310,oklHu6zbamNTpUG6WJvr,-,1 pz flauta de papa,MENU ,-,4, $200.00 
311,Chilaquiles_con_huev,-,Chilaquiles con huevo,-,-,24," $3,888.00 "
312,Kz0Z1V8fWGUfBdJCWNJk,-,COSTILLA 200 GRS,EXTRAS,-,13," $1,560.00 "
313,jhgsGlvpWZO61uBcMWKN,-,Omelette,-,-,21," $3,836.00 "
314,1619020699146-DOBLADITAS VERDES CON BISTEC,-,Enchiladas DOBLADITAS VERDES CON BISTEC,MENU ,-,1, $165.00 
315,Sope,-,Sope,-,-,47," $3,807.00 "
316,qsBr39LxFbNkid7B3EC0-INFANTILES DE PAPA,-,Flautas INFANTILES DE PAPA,MENU ,-,2, $180.00 
317,5pqFu0sea9KmjElLWeYh,-,Agua Del Día,-,-,84," $3,776.00 "
318,RnZdNdJLdQ6lJPScqOdz,-,pambazo papa con chorizo,MENU ,-,26," $1,690.00 "
319,1619020699150-INFANTIL DE RES,-,Milanesas Y Pechugas INFANTIL DE RES,MENU ,-,3, $345.00 
320,jByvdj2jYpYiMAE97yGn,-,PEDIDO IVETTE PEREZ,PAQUETES ,-,4," $3,670.00 "
321,Agua_del_dia,-,Agua del dia,-,-,79," $3,634.00 "
322,YTQghEL220Onpn84Ipza,-,Enfrijoladas Rancheras,-,-,15," $3,540.00 "
323,P8S4EyzqcXmUJpVurx3J,-,Enchiladas Rojas De Queso,-,-,21," $3,528.00 "
324,ufnPNtwWiNVpjbq2Me0Z,-,Molletes con Chorizo,-,-,16," $3,456.00 "
325,80ydBH6ep4fvce1R7UYK-NACHOS DE ARRACHERA,-,CARNIVOROS NACHOS DE ARRACHERA, ANAHUAC,-,," $3,191.00 "
326,1619020699146-ENCHORIZADAS DE HUEVO O QUESO,-,Enchiladas ENCHORIZADAS DE HUEVO O QUESO,MENU ,-,2, $320.00 
327,AMmJky377vKEhL27mXtY,-,Enfrijoladas Sencillas,-,-,23," $3,105.00 "
328,funbeNQUSJoUwLPpyGsy-BISTEC,-,"Huarache (bistec,pollo O Chorizo) BISTEC",DEL COMAL,-,," $3,080.00 "
329,1619020699155-INFANTILES SENCILLAS (3),-,Quesadillas INFANTILES SENCILLAS (3),DEL COMAL,-,1, $85.00 
330,TORTA_DE_MILANESA_DE,-,TORTA DE MILANESA DE POLLO O RES,-,-,14," $3,024.00 "
331,zcCOiJREsVJjJjmZnMJR-LUNES DE ENFRIJOLADAS (DE POLLO O QUESO),-,COMBO CURRU LUNES DE ENFRIJOLADAS (DE POLLO O QUESO),PAQUETES ,-,6, $900.00 
332,1619020699142-LOS VEGETARIANOS,-,Molletes LOS VEGETARIANOS,MENU ,-,," $2,985.00 "
333,D7bubpe0c7QDUnBKdU9x,-,Proteina 100 Gr (para Platillo),EXTRAS,-,4, $380.00 
334,iBWsDkL5Yd9zsnRIUZfP-INFANTILES CON POLLO,-,Entomatadas INFANTILES CON POLLO,MENU ,-,," $2,940.00 "
335,1619020699154-ORDEN CARNITAS,-,Tacos ORDEN CARNITAS,MENU ,-,1, $155.00 
336,1619020699148-ENCHORIZADOS CON HUEVO,-,Chilaquiles ENCHORIZADOS CON HUEVO,MENU ,-,," $2,880.00 "
337,UQKliOBMH04edpwVl9sz,-,TOSTADAS POLLO NATURAL,COMAL,-,," $2,880.00 "
338,R1YFAXi70K0PWM18jw4e,-,Enfrijoladas Veracruzanas,-,-,12," $2,832.00 "
339,8o7pbFIp3DwqWColcrK3,-,Enfrijoladas Con Bistec,-,-,13," $2,808.00 "
340,Qtpv0HGjn7haotwxUNcj,-,PARRILLADA,ESPECIALES FIN,-,2, $559.00 
341,TJ5SRtGn8RKModhSll68-ARRACHERA O CECINA,-,DOBLADITAS ARRACHERA O CECINA, ANAHUAC,-,1, $170.00 
342,WlptcjjJjA74M78UBrxG,-,Jarra de Agua,Bebidas ,-,," $2,700.00 "
343,AxTPSupIuOWxlNpjOiPk,-,Enfrijoladas Con Huevo,-,-,16," $2,688.00 "
344,tx00I8tIUHb4GpDcu1pv,-,Enfrijoladas Con Arrachera,-,-,11," $2,596.00 "
345,iBWsDkL5Yd9zsnRIUZfP-CON POLLO,-,Entomatadas CON POLLO,MENU ,-,1, $150.00 
346,1619020699142-TECOLOTA CON CHORIZO,-,Molletes TECOLOTA CON CHORIZO,MENU ,-,," $2,585.00 "
347,1UbJ24oMm1nxfl4kv6Yz,-,Torta Oaxaqueña,-,-,10," $2,564.00 "
348,WjXVPHMEceTFOPBLOlp5,-,Agua Del Día,-,-,58," $2,552.00 "
349,Flautas_de_papa,-,Flautas de papa,-,-,17," $2,550.00 "
350,BqD3hUQ1nm2aXpswDxmy,-,Salsa 1/2 Lt,GUISOS POR KG,-,26," $1,950.00 "
351,FmjAhtAhpz1AiSBcFj4J,-,Combo Flautas De Papa + Coca-cola Origin,-,-,12," $2,460.00 "
352,mDTMzDkUIbTaO4wv0DHl-ARRACHERA,-,QUESADILLA ARRACHERA,PRODUCTOS ANAHUAC,-,," $2,312.00 "
353,c1qAnoYpyV3DX20hkTyM-BOING 500ml,-,Refrescos BOING 500ml,Bebidas ,-,," $2,300.00 "
354,cMCHjJg8BBIUwaZ7KPEK,-,PECHUGA CAPRESSE,ESPECIALES FIN DE SEMANA,-,4," $1,140.00 "
355,1619020699148-ENCHORIZADOS CON POLLO,-,Chilaquiles ENCHORIZADOS CON POLLO,MENU ,-,2, $410.00 
356,80ydBH6ep4fvce1R7UYK-FAJITAS DE ARRACHERA,-,CARNIVOROS FAJITAS DE ARRACHERA, ANAHUAC,-,," $2,250.00 "
357,98D6tnV3FKDdRbDmTDNw,-,PROMO DE MIERCOLES,PAQUETES ,-,2, $250.00 
358,Chilaquiles_con_ceci,-,Chilaquiles con cecina,-,-,10," $2,220.00 "
359,KJoFvtyhuFE2J1cwnUwM,-,Huarache,-,-,17," $2,176.00 "
360,lrJG6mfDGvX0twxKbmTn,-,torta cubana,MENU ,-,," $2,120.00 "
361,rGBiBFk0CDU830j9SBLU,-,Tacos Del Comal,-,-,45," $2,115.00 "
362,O8qnaxOzyQfMBNw3PBvh,-,Pollo,EXTRAS,-,9, $495.00 
363,16iFauKarcwbTycBDUCR,-,Chilaquiles Con Bistec,-,-,10," $2,090.00 "
364,sAVYiL8Z6mU6KUyLyecA,-,pambazo carnitas,PAQUETES ,-,12," $1,185.00 "
365,7zzdRcGwaCpblTeJtdca,-,Enfrijoladas Yucatecas,-,-,9," $2,061.00 "
366,oP3leqClJkFp2ypKUBus,-,Huevos Revolcados,-,-,11," $2,057.00 "
367,Enfrijoladas_sencill,-,Enfrijoladas sencillas,-,-,15," $2,040.00 "
368,Flautas_de_Res,-,Flautas de Res,-,-,10," $2,000.00 "
369,1619020699140-OMELETTE LIGERO DE JAMÓN O TOCINO,-,Huevos OMELETTE LIGERO DE JAMÓN O TOCINO,MENU ,-,," $1,995.00 "
370,6jiN2NBUSANKEko37ki6,-,PAQUETE  MARIACHI,PAQUETES ,-,1," $1,980.00 "
371,1619020699155-INFANTILES CON ARRACHERA PICADITA,-,Quesadillas INFANTILES CON ARRACHERA PICADITA,DEL COMAL,-,," $1,980.00 "
372,mzqlf8q6WqLiys4KV5pD,-,LIMONADA,Bebidas ,-,," $1,950.00 "
373,Enfrijoladas_con_pol,-,Enfrijoladas con pollo,-,-,9," $1,944.00 "
374,kvaSKk9zCVl3YS3fpsae,-,CONSOME DE POLLO, ANAHUAC,-,5, $730.00 
375,Chilaquiles_sencillo,-,Chilaquiles sencillos,-,-,15," $1,920.00 "
376,iCt8TeYxqwmARkk7zlj8,-,Frijoles 1/2 Lt,GUISOS POR KG,-,24," $1,560.00 "
377,JisfBwRkIc14qtKuMM9A,-,ROMERITOS CON TORTITAS,NAVIDAD,-,1, $265.00 
378,Cafe_de_olla,-,Café de olla,-,-,40," $1,840.00 "
379,Chilaquiles_mayas,-,Chilaquiles mayas,-,-,8," $1,832.00 "
380,1619020699146-ARRACHERA,-,Enchiladas ARRACHERA,MENU ,-,," $1,820.00 "
381,1619020699154-1 PIEZA CARNITAS,-,Tacos 1 PIEZA CARNITAS,MENU ,-,6, $320.00 
382,bI3h9Plzk6BtCxXM9Eze,-,OAXAQUEÑO,ESPECIALES FIN DE SEMANA,-,1, $150.00 
383,1zwMV1mYZc0d19WBOHxw,-,Combo Flautas Mixtas + Coca-cola Origina,-,-,7," $1,813.00 "
384,nBqpxUfBobmOfu478MNE,-,Coca-cola Original 355 Ml,-,-,36," $1,800.00 "
385,4D7yjvlzOYrwoF6PUE6B,-,TAPIOCA,POSTRES,-,2, $120.00 
386,1619020699152-INFANTILES CON PICADILLO (3),-,Sopes INFANTILES CON PICADILLO (3),DEL COMAL,-,8, $840.00 
387,8aCviFl4aYRJrhPShdyc,-,Chilaquiles Vegetarianos,-,-,9," $1,769.00 "
388,1619020699152-CON 2 GUISOS,-,Sopes CON 2 GUISOS,DEL COMAL,-,1, $70.00 
389,451Cbp4y8mSYDuonL7nY,-,Torta De Chorizo,-,-,12," $1,740.00 "
390,ENCHILADAS_ROJAS_DE_,-,ENCHILADAS ROJAS DE POLLO,-,-,8," $1,728.00 "
391,Huarache_Especial,-,Huarache Especial,-,-,8," $1,728.00 "
392,1619020699155-INFANTILES CON POLLO,-,Quesadillas INFANTILES CON POLLO,DEL COMAL,-,3, $400.00 
393,5Wrv0Ypi2VvBQNUYTZrM,-,TINGA DE POLLO,GUISOS POR KG,-,3.5," $1,330.00 "
394,DYOKmziKRT2MhW6NYNWN-LAS OAXAQUEÑAS,-,ENFRIJOLADAS LAS OAXAQUEÑAS, ANAHUAC,-,," $1,683.00 "
395,7c0V5jc1TNdUtCxOyMoU,-,Enchiladas Verdes De Queso,-,-,10," $1,680.00 "
396,Chilaquiles_con_arra,-,Chilaquiles con arrachera,-,-,7," $1,652.00 "
397,CtA4NHASEmsVt6OPD41E,-,Coca-cola Zero 350 Ml,-,-,33," $1,650.00 "
398,1619020699146-ENCHORIZADAS DE COSTILLA DE RES,-,Enchiladas ENCHORIZADAS DE COSTILLA DE RES,MENU ,-,," $1,630.00 "
399,1619020699148-ENCHORIZADOS CON CECINA,-,Chilaquiles ENCHORIZADOS CON CECINA,MENU ,-,," $1,610.00 "
400,BvulHN3C2rPc8HhspdHl,-,FLAN NAPOLITANO,POSTRES,-,5, $330.00 
401,mDTMzDkUIbTaO4wv0DHl-CECINA,-,QUESADILLA CECINA, ANAHUAC,-,," $1,564.00 "
402,1619020699156-HUARACHE CON DOS HUEVOS,-,Huaraches HUARACHE CON DOS HUEVOS,DEL COMAL,-,," $1,560.00 "
403,IPgCHJML348TqnIWz0fb,-,Enfrijoladas Juana Gallo,-,-,5," $1,515.00 "
404,IzUcV2keNhb2z4kjRh8H,-,CHURROS,POSTRES,-,," $1,510.00 "
405,bAWPnTlmdFFQsnD6vLeC,-,Huevos Divorciados,-,-,9," $1,458.00 "
406,1619020699146-ENCHORIZADAS SENCILLAS,-,Enchiladas ENCHORIZADAS SENCILLAS,MENU ,-,," $1,450.00 "
407,Coca-Cola,-,Coca-Cola,-,-,31," $1,426.00 "
408,V9Ue3JmJaWbFH56UPG7T,-,Huarache Especial,-,-,6," $1,416.00 "
409,d8YUUVPWIqwjuqi9KL6a-DEL PATRON,-,TECOLOTA DEL PATRON, ANAHUAC,-,1, $200.00 
410,4lXQCZPCkiBEpIwIkUIi,-,FILETE DE RES MECHADO,NAVIDAD,-,2," $1,390.00 "
411,7cLeEQBhlw2BRUinvxkI,-,La Cazuela De La Abuela,-,-,7," $1,365.00 "
412,RXAvHB0Wc7sL5UAA3plf-LA OAXAQUEÑA,-,TORTAS LA OAXAQUEÑA, ANAHUAC,-,," $1,360.00 "
413,PY2IaFCpZs0bGeRsGqoz,-,Café De Olla,-,-,27," $1,350.00 "
414,ejMp5xJxx3HozuEdSHC6,-,Crema,EXTRAS,-,7, $105.00 
415,f5S7P8Zowjn3uCHR34LX,-,Molletes de Huevo,-,-,7," $1,274.00 "
416,1619020699154-ORDEN COCHINITA,-,Tacos ORDEN COCHINITA,MENU ,-,1, $145.00 
417,80ydBH6ep4fvce1R7UYK-PECHUGA O BISTEC 200 GRS,-,CARNIVOROS PECHUGA O BISTEC 200 GRS, ANAHUAC,-,1, $205.00 
418,vOhfb1iVrvNT68sCwuRl,-,EXTRA CECINA,EXTRAS,-,2, $240.00 
419,DYOKmziKRT2MhW6NYNWN-DEL PATRON,-,ENFRIJOLADAS DEL PATRON, ANAHUAC,-,," $1,200.00 "
420,1619020699154-1 PIEZA COCHINITA,-,Tacos 1 PIEZA COCHINITA,MENU ,-,2, $100.00 
421,mDTMzDkUIbTaO4wv0DHl-CARNITAS,-,QUESADILLA CARNITAS, ANAHUAC,-,," $1,156.00 "
422,1619020699148-ENCHORIZADOS CON ARRACHERA,-,Chilaquiles ENCHORIZADOS CON ARRACHERA,MENU ,-,," $1,150.00 "
423,Enfrijoladas_con_cec,-,Enfrijoladas con cecina,-,-,5," $1,080.00 "
424,jxIckLSPySNKKCsYJoBX,-,Molletes de Pollo,-,-,5," $1,080.00 "
425,Sope_Especial,-,Sope Especial,-,-,11," $1,078.00 "
426,FHrg62kRctViBjnn4Y4y,-,Combo Huevos A La Mexicana + Coca-cola O,-,-,6," $1,068.00 "
427,"1619020699146-ENCHORIZADAS DE POLLO,BISTEC O CECINA",-,"Enchiladas ENCHORIZADAS DE POLLO,BISTEC O CECINA",MENU ,-,," $1,065.00 "
428,iBWsDkL5Yd9zsnRIUZfP-CON QUESO,-,Entomatadas CON QUESO,MENU ,-,," $1,050.00 "
429,Os8FCN9gv5P3nw4sICtV,-,Combo Chilaquiles Con Pollo + Coca-cola ,-,-,4," $1,036.00 "
430,Huevos_a_la_mexicana,-,Huevos a la mexicana,-,-,8," $1,024.00 "
431,DYOKmziKRT2MhW6NYNWN-CECINA,-,ENFRIJOLADAS CECINA,PRODUCTOS ANAHUAC,-,1, $165.00 
432,9RqniX8syBAuzI4KFkll,-,PAQUETE INDEPENDENCIA,PAQUETES ,-,1, $980.00 
433,Huevos_revueltos_con,-,Huevos revueltos con jamón o tocino.,-,-,6, $972.00 
434,Z48mmsxdX88lG3NtED1p,-,TACOS RES,ESPECIALES FIN DE SEMANA,-,, $970.00 
435,1619020699140-LIGHT RANCHEROS,-,Huevos LIGHT RANCHEROS,MENU ,-,, $945.00 
436,1619020699148-ENCHORIZADOS CON CARNITAS,-,Chilaquiles ENCHORIZADOS CON CARNITAS,MENU ,-,, $920.00 
437,1619020699154-1 PIEZA ARRACHERA,-,Tacos 1 PIEZA ARRACHERA,MENU ,-,2, $100.00 
438,OBghELimPNDVoDB3YR0x,-,SALSA ENCHORIZADA,EXTRAS,-,3, $120.00 
439,Enfrijoladas_yucatec,-,Enfrijoladas yucatecas,-,-,4, $916.00 
440,Torta_de_Cochinita_p,-,Torta de Cochinita pibil,-,-,5, $910.00 
441,1619020699154-1 PIEZA BISTEC,-,Tacos 1 PIEZA BISTEC,MENU ,-,11, $550.00 
442,1619020699154-ORDEN DE CHORIZO,-,Tacos ORDEN DE CHORIZO,MENU ,-,, $900.00 
443,xDE43gMGHLxrkZZV80Cy,-,Vaso de Leche,Bebidas ,-,, $855.00 
444,XON9XDIgr5kHs3KOl62G,-,100 grs. de Arrachera,EXTRAS,-,, $840.00 
445,y0aQcOy2CshTDcd81o8n,-,1 kg de cochinita,GUISOS POR KG,-,2, $840.00 
446,1619020699146-DOBLADITAS ROJAS CON BISTECK,-,Enchiladas DOBLADITAS ROJAS CON BISTECK,MENU ,-,, $825.00 
447,1619020699152-INFANTILES CON ARRACHERA PICADA,-,Sopes INFANTILES CON ARRACHERA PICADA,DEL COMAL,-,, $825.00 
448,1619020699155-INFANTILES CON CECINA PICADITA,-,Quesadillas INFANTILES CON CECINA PICADITA,DEL COMAL,-,, $825.00 
449,Torta_de_Arrachera,-,Torta de Arrachera,-,-,4, $808.00 
450,1oCIWBQm0rQ7sZtZQcj5,-,Guarnición,PAQUETES ,-,10, $500.00 
451,qYVybetjGOmBN8nrE7LA,-,Combo Enchiladas Rojas De Pollo. + Sprit,-,-,3, $798.00 
452,hLELlKPgp46anwNofaRP,-,ENSALADA,EXTRAS,-,3, $180.00 
453,qwuWSxdTVmQWKR1NDxbw-ARRACHERA,-,TECOLOTES ARRACHERA,PRODUCTOS ANAHUAC,-,, $756.00 
454,YQMTlYKzB5ZhaD0vx9YM-CECINA,-,HUARACHES CECINA, ANAHUAC,-,, $750.00 
455,VPRtMFRycN3CimYZkkVg,-,PAY DE QUESO OREO,POSTRES,-,2, $140.00 
456,7r2vRlGVKwgefLb1PvSN,-,CHICHARRON PRENSADO,GUISOS POR KG,-,1, $380.00 
457,Enfrijoladas_con_bis,-,Enfrijoladas con bistec,-,-,3, $648.00 
458,1619020699152-INFANTILES CON CHORIZO,-,Sopes INFANTILES CON CHORIZO,COMAL,-,, $630.00 
459,Chilaquiles_con_bist,-,Chilaquiles con bistec,-,-,3, $627.00 
