CURRUCUCU SUCURSAL EL REFUGIO. 137DS8GA3HCR,,,,,,,
Ventas de Productos,,,,,,,
"Lista de Productos en las ventas de entre 0:00 AM, sábado 12 de julio de 2025 y 0:00 AM, lunes 13 de julio de 2026",,,,,,,
"Fecha de exportación: 2:53 PM, miércoles 15 de julio de 2026",,,,,,,
#,ID Alfanumérico,Código (SKU),Nombre,Categoría,Subcategoría,Cantidad, Importe 
237,jTMdJAAfLTqTPIBlJe7A,-,Torta Del Cazo,-,-,9," $1,737.00 "
238,oi1W148c2cQBRzb7ku0U,-,Sope Especial,-,-,16," $1,728.00 "
239,yGKNaHeuQ62QFP6DSPvO,-,CHAPATA DE BACALAO,MENU NAVIDEÑO,-,8," $1,720.00 "
240,1619020699145-LA OAXAQUEÑA,-,Tortas LA OAXAQUEÑA,MENU ,-,11," $1,705.00 "
241,3eWzWwFKV87j0sRVlv0i,-,Omelette De Jamón Y Queso,-,-,10," $1,620.00 "
242,SwP7Q2haoxpylRPzmSJ1-CON COSTILLA,-,Enfrijoladas CON COSTILLA,MENU ,-,1, $195.00 
243,uCVYAN4PmklKYwYZEMJS,-,La Cazuela De La Abuela,-,-,9," $1,575.00 "
244,0BUDJBJ6sBPhoxKRsWsI,-,TACOS GOBERNADOR,PAQUETES ,-,4, $900.00 
245,x7As80NGnjIvY4Pg2ukO,-,Molletes Sencillos,-,-,10," $1,550.00 "
246,6N3zPsbb8aUKb9TI1wPF,-,Enchiladas Suizas De Pollo,-,-,6," $1,494.00 "
247,WKwD2UN8WjmzBc3STZ95,-,Chilaquiles Con Huevo,-,-,9," $1,458.00 "
248,olgDn9Q9KZvaEM1RUtn9,-,Chilaquiles Del Patrón,-,-,5," $1,450.00 "
249,IPgCHJML348TqnIWz0fb,-,Enfrijoladas Juana Gallo,-,-,5," $1,450.00 "
250,KQt4oSgkomvTeF3ctnSF,-,PAQUETE HOY NO COCINAS VEGETARIANO,PAQUETES ,-,4," $1,440.00 "
251,4x8LMny6rdiR0d9rBQqL,-,EVENTO VIERNES 3,PAQUETES ,-,1," $1,435.00 "
252,oqdt5mHE6KQ40MD5OPGb,-,TORTA DE  CECINA CHICA,MENU ,-,6, $770.00 
253,AMmJky377vKEhL27mXtY,-,Enfrijoladas Sencillas,-,-,10," $1,350.00 "
254,1619020699146-DE QUESO,-,Enchiladas DE QUESO,MENU ,-,5, $655.00 
255,oeidwgx9wM0FqmCpaHUc,-,QUESILLO PARA TORTAS,EXTRAS,-,48," $1,075.00 "
256,QFHgAvSyEFdP6SYV3GLY,-,1/2 KILO GUISO COMAL,DE NUESTRO COMAL,-,7," $1,330.00 "
257,1619020699153-POLLO DESHEBRADO,-,Tacos POLLO DESHEBRADO,DE NUESTRO COMAL,-,2, $100.00 
258,LXbNh9v8cM6ewOueGlnL,-,Chilaquiles Con Huevo,-,-,8," $1,296.00 "
259,jU3SHidT0xN6Iik6Vmn4-LIMONADA,-,PEÑAFIEL LIMONADA,Bebidas ,-,," $1,280.00 "
260,9mVfpjsZKeq8jK6mEEvb-MANDARINA,-,CHAPARRITA MANDARINA,Bebidas ,-,5, $150.00 
261,vbQr5zhmwCOM5DySIGIA,-,GUISO X MEDIO,DE NUESTRO COMAL,-,7," $1,225.00 "
262,cfo4AgMAGW1gAqC2SWd4,-,CHILAQUILES RELLENOS,MENU ,-,1, $175.00 
263,E5ghEgH9x2y8P9pkJtRc,-,BACALAO 150 GRS,MENU NAVIDEÑO,-,2, $590.00 
264,ufnPNtwWiNVpjbq2Me0Z,-,Molletes Con Chorizo,-,-,6," $1,170.00 "
265,nwXLcMpBo2hRjIKTc8fG,-,COMBO PAN CAFE,Bebidas ,-,," $1,160.00 "
266,7QkZr4vVaWEnYtj3IGLt,-,Torta De Arrachera,-,-,6," $1,155.00 "
267,1619020699146-DOBLADITAS DE CECINA,-,Enchiladas DOBLADITAS DE CECINA,MENU ,-,2, $330.00 
268,NJBL9XJKbYsVbHRPbjNx,-,MILANESA NAPOLITANA,PAQUETES ,-,2, $570.00 
269,lqBbx5uoffDhrNMjjlsx,-,Chilaquiles Arrieros,-,-,6," $1,128.00 "
270,Us3j7Fv2PiT3Vy60lHGi,-,TORTAS POLLO GRANDES,MENU ,-,5, $700.00 
271,8o7pbFIp3DwqWColcrK3,-,Enfrijoladas Con Bistec,-,-,6," $1,116.00 "
272,9mVfpjsZKeq8jK6mEEvb-UVA,-,CHAPARRITA UVA,Bebidas ,-,3, $90.00 
273,Tml1dyHSD3EhxqDqI90f,-,PAMBAZO PAPA CON CHORIZO,MENU ,-,16," $1,040.00 "
274,e81YKKcjbeFaM2Ip4uQB,-,ORDEN DE TACOS DE MILANESA,PAQUETES ,-,1, $220.00 
275,6B77wpObeNtb07mtGvlu,-,ESPECIAL DE DOMINGO,PAQUETES ,-,4, $720.00 
276,1619020699152-CON 2 GUISOS,-,Sopes CON 2 GUISOS,DE NUESTRO COMAL,-,1, $70.00 
277,1619020699142-CON POLLO,-,Molletes CON POLLO,MENU ,-,1, $170.00 
278,pJg5rptfhSUf0acE3PHp,-,Enchiladas Suizas De Queso,-,-,4, $996.00 
279,JuY3hWp0cPyah6zJPyIm,-,PKT PAMBAZOZ Y FLAUTAS,PAQUETES ,-,1, $950.00 
280,lYarWfYhrVdLo95WwwRn,-,Tocino,EXTRAS,-,, $900.00 
281,9uW9tmTL9JLPAez5GCTX,-,PAMBAZO CARNITAS,MENU ,-,12, $900.00 
282,ozIaVK2a7Uxw599n5alb,-,ENCHILADAS SUIZAS DE CAMARON,PAQUETES ,-,1, $225.00 
283,nhLoAC2UY2ppZzbB3ls4-MANZANA,-,BOING MANZANA,Bebidas ,-,2, $80.00 
284,glH6VXMddR8uwT7gkzxP,-,CHILAQUILES SUIZOS DE POLLO,MENU ,-,2, $290.00 
285,9mVfpjsZKeq8jK6mEEvb-PIÑA,-,CHAPARRITA PIÑA,Bebidas ,-,, $870.00 
286,1619020699145-JAMON CON MANCHEGO,-,Tortas JAMON CON MANCHEGO,MENU ,-,1, $120.00 
287,X45JCPddDY9NW9t5wQ0X,-,PECHUGA CAPRESE,PAQUETES ,-,1, $285.00 
288,V34ek1zcC86kxamoKwWZ,-,GUISO X MEDIO,DE NUESTRO COMAL,-,4, $660.00 
289,1619020699150-BISTEC A LA PLANCHA,-,Milanesas Y Pechugas BISTEC A LA PLANCHA,MENU ,-,, $825.00 
290,1619020699149-CON POLLO,-,Tecolota CON POLLO,MENU ,-,3, $465.00 
291,P8S4EyzqcXmUJpVurx3J,-,Enchiladas Rojas De Queso,-,-,5, $805.00 
292,lakmqw9hd4fbSZNwSCKu,-,ROMERITOS 1/2 KG,MENU NAVIDEÑO,-,2, $786.00 
293,1619020699146-DOBLADITAS CON COSTILLA,-,Enchiladas DOBLADITAS CON COSTILLA,MENU ,-,, $755.00 
294,1619020699148-CON ARRACHERA,-,Chilaquiles CON ARRACHERA,MENU ,-,2, $370.00 
295,9AWYIy0EheplkHadaVxT,-,Chilaquiles Sencillos,-,-,7, $707.00 
296,Bl7gloHrkbRDgc8mCux6,-,TORTITAS DE CAMARON,PAQUETES ,-,3, $525.00 
297,bftRRYJyC4nMXPFK1bVk,-,Chilaquiles Mayas,-,-,3, $687.00 
298,1619020699146-DOBLADITAS DE ARRACHERA,-,Enchiladas DOBLADITAS DE ARRACHERA,MENU ,-,1, $165.00 
299,AxTPSupIuOWxlNpjOiPk,-,Enfrijoladas Con Huevo,-,-,4, $672.00 
300,W4HHEdYNJaJxlOQ3Fuyb,-,CHORIZO,EXTRAS,-,6, $210.00 
301,1619020699149-SENCILLA,-,Tecolota SENCILLA,MENU ,-,4, $440.00 
302,1619020699146-DOBLADITAS DE BISTEC,-,Enchiladas DOBLADITAS DE BISTEC,MENU ,-,, $660.00 
303,R1YFAXi70K0PWM18jw4e,-,Enfrijoladas Veracruzanas,-,-,3, $645.00 
304,KASe2zx1Y5biITFLPOzj,-,TORTITAS DE CAMARON,MENU NAVIDEÑO,-,14, $630.00 
305,s8t45V2ukVNSO7IRXxXZ,-,PEDIDO DE CHILES,PAQUETES ,-,1, $630.00 
306,O8qnaxOzyQfMBNw3PBvh,-,Pollo,EXTRAS,-,6, $330.00 
307,w2WUONdVzIALE8Z7k3FG,-,Agua Del Día,-,-,12, $600.00 
308,3iebLncz2MJzZJ805u4g,-,GUISO X MEDIO,DE NUESTRO COMAL,-,5, $600.00 
309,0w3r1LVphliBHg7sSOhv,-,TACOS ESTILO SINALOA,PAQUETES ,-,2, $380.00 
310,ejMp5xJxx3HozuEdSHC6,-,Crema,EXTRAS,-,4, $60.00 
311,1619020699154-1 PIEZA CECINA,-,Tacos 1 PIEZA CECINA,MENU ,-,3, $150.00 
312,1619020699154-1 PIEZA BISTEC,-,Tacos 1 PIEZA BISTEC,MENU ,-,5, $275.00 
313,1619020699140-LIGEROS RANCHEROS SOBRE NOPAL ASADO,-,Huevos LIGEROS RANCHEROS SOBRE NOPAL ASADO,MENU ,-,, $540.00 
314,YTQghEL220Onpn84Ipza,-,Enfrijoladas Rancheras,-,-,3, $525.00 
315,1619020699145-QUESILLO O PANELA,-,Tortas QUESILLO O PANELA,MENU ,-,2, $260.00 
316,IhaxBjH3FnyPuoGMfS9Z,-,ADELANTO PAQUETE INDEPENDENCIA,PAQUETES ,-,1, $500.00 
317,7c0V5jc1TNdUtCxOyMoU,-,Enchiladas Verdes De Queso,-,-,3, $483.00 
318,yTYdydLV3uGR9dQj6QuY,-,RESTO DE PAQUETE INDEPENDENCIA,PAQUETES ,-,1, $480.00 
319,CP7s7PY6msnNAY8wZcZl,-,MILANESA INFANTIL,MENU ,-,1, $115.00 
320,8TwQimboaFb5UFqyqXaf,-,LOMO 1/2KG,MENU NAVIDEÑO,-,2, $450.00 
321,1619020699145-BISTEC,-,Tortas BISTEC,MENU ,-,3, $435.00 
322,1619020699154-ORDEN BISTEC,-,Tacos ORDEN BISTEC,MENU ,-,2, $290.00 
323,mEbfGIzWgr5D3RywucNa,-,CHILAQUILES SUIZOS SENCILLOS,MENU ,-,2, $210.00 
324,od5HFGjKqac3ZhvoUD3W,-,TAMPIQUEÑA POLLO,PAQUETES ,-,2, $410.00 
325,1619020699142-CON HUEVO,-,Molletes CON HUEVO,MENU ,-,3, $405.00 
326,2jii6eKeWPDCpOvIIBn7,-,PEDIDO DE GABY,MENU NAVIDEÑO,-,1, $400.00 
327,ZHDqIwsAO7P1ni9yKPlj,-,Pastel de Elote,DE LA TIENDITA ,-,, $390.00 
328,MphoLeKkpsDOi0xEZeZM,-,MEDIO DE GUISO POLLO O CERDO,DE NUESTRO COMAL,-,2, $380.00 
329,81Y4uIfnTEchneI4vJT4,-,CHAPATA DE ROMERITOS CON TORTA DE CAMARON,MENU NAVIDEÑO,-,2, $380.00 
330,TUi1jzCYyTUuKcrfug4e,-,Jamon,EXTRAS,-,6, $150.00 
331,LkpQ3jeCe1jHQIvBUPY8,-,Queso Panela,EXTRAS,-,4, $100.00 
332,FiO76HCHSWww9N2U12sL,-,PANQUE DATIL/ NUEZ,DE LA TIENDITA ,-,, $375.00 
333,1619020699148-CON COSTILLA,-,Chilaquiles CON COSTILLA,MENU ,-,, $370.00 
334,1619020699140-OMELETTE LIGERO DE JAMON O TOCINO,-,Huevos OMELETTE LIGERO DE JAMON O TOCINO,MENU ,-,, $360.00 
335,cFJrxwiPG3TFhcmVdCVX,-,BROCHETA ESPECIAL,MENU ,-,1, $180.00 
336,1619020699156-HUARACHE DE NOPAL CON CECINA,-,Huaraches HUARACHE DE NOPAL CON CECINA,DE NUESTRO COMAL,-,, $350.00 
337,1619020699149-CON CECINA,-,Tecolota CON CECINA,MENU ,-,1, $170.00 
338,ArAyOsyDLUeA6bPPxcck,-,Pastel de Queso con Higo,DE LA TIENDITA ,-,1, $65.00 
339,f5S7P8Zowjn3uCHR34LX,-,Molletes De Huevo,-,-,2, $312.00 
340,SKi2XIhGqGbL9b8MkAxl,-,Quesillo para Quesadilla O Gordita,EXTRAS,-,58, $290.00 
341,iBWsDkL5Yd9zsnRIUZfP,-,Entomatadas CON QUESO,MENU ,-,1, $150.00 
342,Tu2DRGu96MEZ94pZ1MXF,-,GUACAMOLE,EXTRAS,-,3, $150.00 
343,1619020699156-DE NOPAL CON HUEVO HUITLACOCHE FLOR,-,Huaraches DE NOPAL CON HUEVO HUITLACOCHE FLOR,DE NUESTRO COMAL,-,, $270.00 
344,v9HfAk7eE7YqxJ8bXjxy,-,ROMERITOS CON DOS TORTITAS DE CAMARON,MENU NAVIDEÑO,-,1, $265.00 
345,778WBjbqczuJMywzSqiE,-,PAQUETE SIN AGUA,PAQUETES ,-,, $260.00 
346,1619020699149-CON HUEVOS,-,Tecolota CON HUEVOS,MENU ,-,, $250.00 
347,ZCTqB4ykeo2hLZmCzt9S,-,ARRACHERA 100GRS,MENU ,-,2, $250.00 
348,MYmdEhlDyhsVwU7cdpHW,-,Queso Fresco,EXTRAS,-,6, $90.00 
349,1619020699148-CON BISTEC,-,Chilaquiles CON BISTEC,MENU ,-,2, $240.00 
350,QDzRuu6ZqUYHx9cBbWGb,-,Huevos Estrellados,-,-,3, $225.00 
351,1UbJ24oMm1nxfl4kv6Yz,-,Torta Oaxaqueña,-,-,1, $225.00 
352,1619020699154-1 PIEZA CARNITAS,-,Tacos 1 PIEZA CARNITAS,MENU ,-,2, $110.00 
353,1619020699146-ENCHORIZADAS DE CARNITAS,-,Enchiladas ENCHORIZADAS DE CARNITAS,MENU ,-,1, $205.00 
354,cDOu9zXVilEPeqZqBpPe-TE,-,Cafe TE,Bebidas ,-,, $200.00 
355,1619020699149-CON COSTILLA,-,Tecolota CON COSTILLA,MENU ,-,1, $195.00 
356,D5w7B2p7Ag4tinprLBXe,-,Molletes De Bistec,-,-,1, $191.00 
357,1619020699156-HUARACHE CON 2 H Y COSTILLA,-,Huaraches HUARACHE CON 2 H Y COSTILLA,DE NUESTRO COMAL,-,, $190.00 
358,2eTKDc1Hzq6nBqQx3XTw,-,Leche,EXTRAS,-,, $180.00 
359,zugdg1cPwwnBR9e7rbQq,-,FAJITAS DE POLLO,ESPECIALES ,-,, $180.00 
360,1619020699156-HUARACHE DE NOPAL CON ARRACHERA,-,Huaraches HUARACHE DE NOPAL CON ARRACHERA,DE NUESTRO COMAL,-,, $175.00 
361,1619020699156-HUARACHE DE NOPAL CON POLLO,-,Huaraches HUARACHE DE NOPAL CON POLLO,DE NUESTRO COMAL,-,, $175.00 
362,CenqzckG2aJsoQr97WYs,-,FLOR DE CALABAZA 1/2 KG,DE NUESTRO COMAL,-,1, $160.00 
363,y40NcS7yspHhkXGsuGmF,-,Chilaquiles Enchicharronados CON HUEVO,MENU ,-,, $160.00 
364,1619020699146-DE GUISO DE COMAL,-,Enchiladas DE GUISO DE COMAL,MENU ,-,, $160.00 
365,1619020699154-ORDEN ARRACHERA,-,Tacos ORDEN ARRACHERA,MENU ,-,, $155.00 
366,qrO8SGBUEXR3zIkOI4LS,-,SALSA SUIZA,EXTRAS,-,2, $60.00 
367,XON9XDIgr5kHs3KOl62G,-,Costilla Extra 200gr,EXTRAS,-,1, $75.00 
368,iBWsDkL5Yd9zsnRIUZfP-CON POLLO,-,Entomatadas CON POLLO,MENU ,-,1, $150.00 
369,1619020699155-INFANTILES CON ARRACHERA PICADITA,-,Quesadillas INFANTILES CON ARRACHERA PICADITA,DE NUESTRO COMAL,-,, $150.00 
370,O4uQiC4xtGmxvuhgbDdA,-,postre de oreo,DE LA TIENDITA ,-,, $140.00 
371,xDE43gMGHLxrkZZV80Cy,-,Vaso de Leche,Bebidas ,-,, $135.00 
372,BMfuDG5YQT9A2wc5a4t0,-,COMBO 3 GORDITA,DE NUESTRO COMAL,-,, $135.00 
373,JzVxerSQXArPaywxtbKn,-,Pastel de 3 Quesos,DE LA TIENDITA ,-,, $130.00 
374,WpSMyMCNKgBuZNJzgZm3,-,Quesillo para Huarache,EXTRAS,-,2, $30.00 
375,YGvN91UAqvOo7F7ZGOJ2,-,Bolillo,EXTRAS,-,3, $30.00 
376,G0vVkLWgxjls73X6PCZ3,-,MEDIO KILO DE PATA,PAQUETES ,-,1, $107.50 
377,pGHufN8OBNvG8HAO1YHh,-,CONTENEDOR P/LLEVAR CH,EXTRAS,-,5, $15.00 
378,1619020699149-SENCILLOS,-,Tecolota SENCILLOS,MENU ,-,1, $100.00 
379,4jF4NOVL8SIQNj79yi7P,-,Papas a La Francesa,EXTRAS,-,, $90.00 
380,0LTX5vyOOIjiTyTFH1L5,-,COMBO PAN CHOCOLATE,Bebidas ,-,, $85.00 
381,0RTlxnDH70oPyZm0VmII,-,postre de frutos rojos,DE LA TIENDITA ,-,, $70.00 
382,ZiLenO7jUS14ZBQPLht8,-,TORTILLAS (1/2 DOCENA),EXTRAS,-,2, $34.00 
383,1619020699154-1 PIEZA ARRACHERA,-,Tacos 1 PIEZA ARRACHERA,MENU ,-,, $55.00 
384,DiNOG3LlgHOnlJxFzwGh,-,CARLOTA DE LIMON,DE LA TIENDITA ,-,, $50.00 
385,lBH0kUaDm0vynmGK1FtC,-,DESECHABLE,EXTRAS,-,4, $40.00 
386,jB9czRuSTp8cKe9ftWXc,-,ENSALADA,EXTRAS,-,, $50.00 
387,YFojOnkC2RNUGjE7qpkH,-,PAN DULCE,DE LA TIENDITA ,-,1, $45.00 
388,vAbnxi0o3SRiMOnT8suD,-,BOING GUAYABA,Bebidas ,-,, $40.00 
389,c1qAnoYpyV3DX20hkTyM-MINERAL,-,Refrescos MINERAL,Bebidas ,-,, $40.00 
390,nhLoAC2UY2ppZzbB3ls4-BOING MANZANA,-,BOING LATA BOING MANZANA,Bebidas ,-,, $40.00 
391,3HQ3ggxb2U62x9pTzEB5,-,QUESO/CHAMPIÑONES PARA FAJITAS,ESPECIALES ,-,1, $35.00 
392,c1qAnoYpyV3DX20hkTyM-CHAPARRITA UVA,-,Refrescos CHAPARRITA UVA,Bebidas ,-,, $30.00 
393,KiEHdHFF6blUTMfV5tsa,-,Chilaquiles Arrachera,-,-,22, $22.00 
394,GkcVKX8JKhxD4zNpOnbW,-,VASO TERMICO,Bebidas ,-,3, $6.00 
395,wSKMT6jqzrCTtiWZOacB,-,GORDITA MIXTA,DE NUESTRO COMAL,-,, $10.00 
